1.130067873078904661e+00,-3.293521839978925114e-01,-3.479411660958633967e-01,8.065973571494832184e-01,4.717807138862473160e-01,-1.107880592196677227e+00,5.649986618365134827e-01,-1.502757114567970786e+00,-3.743157223043767079e-01,-1.300222320190216330e+00,-4.901588897203560946e-01,-1.552166689727557447e+00,1.682366397916050527e-01,8.900691980191818287e-01,1.265722500292093988e+00,-1.129421769329570280e+00,-6.022075610336016238e-01,1.449429531996452081e+00,-1.506447582072699687e+00,8.751920055526840603e-01,-3.666964826028026175e-02,1.182853465259093628e+00,-8.685320738387997119e-01,-5.146875852140618823e-01
-1.284192510967219869e+00,2.878378468775415921e+00,-4.556086559343285325e-01,-6.315386368131389316e-01,-2.162705201399904853e-01,3.762352443289853632e-01,-9.996737877510822323e-02,-2.184741753223733429e-01,-8.519983105065302986e-01,-3.226229289977519121e-01,-5.413836284438183766e-01,2.124876511173717564e+00,-1.038060220198326666e+00,-6.758005226118979358e-01,8.712229736252355972e-01,1.679600431279374417e-01,4.474623966602245262e-01,-1.355725227711034320e-01,3.399384866070250810e-01,-4.507641087754891696e-01,-1.227334015015930202e+00,-1.093896491157296369e+00,-2.591343486458956402e+00,-5.924348736765256557e-02
-7.469467022325635419e-01,-2.390024757263744082e+00,5.797807726242678594e-01,6.724414307397639234e-01,8.565606960745824061e-01,1.061328349044615982e-01,1.086898728221588284e+00,9.072655835858792761e-01,8.985268701047830486e-01,-5.373605689712221967e-01,-1.294735506891876664e+00,-2.215489965938523820e-01,4.851864226013096748e-01,3.460201770709039892e-01,2.020667213711024868e-01,1.508395724247898195e-01,4.830308254070674323e-01,3.301658972396795955e-01,-4.111495055270592558e-01,-8.606001498216589995e-01,7.087541018348297861e-01,7.104009658140497674e-01,4.132670611744153621e-01,9.303197898727955106e-01
-1.004672445889268850e+00,1.093014498042467642e+00,7.358504832366702386e-02,-4.357645044601476947e-01,3.203370389262322759e-01,-8.978312803353438731e-02,1.706420063934199538e+00,-1.015455087648172272e+00,-1.320281431503329106e+00,-5.526398635181926089e-01,-5.082937622665080479e-02,1.171281853364146475e+00,-5.839853182898294692e-01,2.856157916443785805e+00,-3.755315691834930636e-01,4.694741556709341457e-01,-8.243136091950037381e-01,-1.159596362764063304e+00,4.097907654213814310e-02,-7.527760465407022650e-02,-7.368241564424873324e-01,8.574738373290480276e-01,1.206671291083647235e+00,2.551924891126647887e-01
-9.428477217464018567e-01,-9.165981023555610507e-01,-1.725596134019613093e+00,-1.093316209671658878e+00,-1.658412690372265352e+00,5.863041350380722161e-01,2.082963214315894929e-01,-1.207805115263608231e+00,-5.504823509999666742e-01,9.683656062944832055e-01,-1.337597353922437060e+00,-5.703824793763700995e-01,-1.264756436617998636e+00,2.572216371115612077e-01,-1.141084256141740916e+00,-1.226737844362876251e+00,-4.709203612413755402e-01,9.345958181361596617e-01,1.817675704987525842e-02,-1.231175169854923812e+00,-1.460746448994107105e+00,-3.188073878844430720e+00,-1.265461774742338674e+00,-1.356796553915194492e+00
7.121293472806315972e-01,1.744377049899085819e+00,4.575306531743860705e-01,1.334212237915934907e+00,-2.785828451127214667e-01,7.988976812238336722e-02,-4.157507420491274308e-01,-5.229844744100465848e-01,7.498923425625153572e-01,1.459914684059695766e-01,-7.794833558256051287e-01,-1.152800528088163912e+00,-3.846235739260414066e-01,1.086533667240845880e+00,6.491078004824871739e-01,9.772407891606697816e-02,-6.466702996971233075e-01,-1.378368150119610169e-01,-2.059445990920599490e-01,-6.873426496334802960e-02,1.221553250026323090e+00,2.247860710364059322e+00,2.565634790994856251e-01,5.048385136987022515e-01
5.381648962419766091e-01,1.434502664309343256e+00,6.572526905528903729e-01,-3.738327515906148535e-01,-4.631287769630748063e-01,4.407208425290625176e-01,4.531238648466128227e-01,1.573036376760259758e+00,-3.688039146513716893e-01,6.144546997685093048e-01,-3.687519427603129785e-01,-1.303537070157759770e+00,-2.438750523054837305e-01,-1.421923759131076270e+00,3.769669029166652363e-01,6.569262566840305961e-02,9.837061757340683776e-01,1.248128750268210768e-01,1.295101163830397528e+00,-3.157009203786768747e+00,3.530234136816903234e-01,-2.111540701616696492e-01,1.753427695220874660e-01,-4.844668531985699134e-01
-2.075086266677589608e-01,-2.577224053043303709e+00,8.727631730587328551e-01,-5.303950520073826835e-01,-9.105927119010851500e-01,-1.823049447036994841e-01,-6.095162116370572702e-01,3.529094554256887228e+00,-2.871340509246297357e-01,-1.548586168484870740e+00,7.659986815834601837e-02,8.127836657563857203e-01,9.533022251608190833e-01,4.900563502943798277e-01,-7.922929218451226774e-01,-3.049597192261568335e-01,-6.701518941600630441e-01,1.674404819894988738e-01,1.043211161890544636e+00,7.888368895519218826e-01,-7.279796178058922651e-01,-8.992186127070554702e-03,-4.393031663588832791e-01,-5.608653255005587868e-01
3.839570592286087325e-01,2.313985648310254106e+00,-1.154952897502943276e-01,1.217580019018961179e+00,-5.393962875793192335e-01,-8.133045416147489659e-01,-1.363439954278596655e+00,1.289329911018614494e+00,-6.934895095036361923e-01,-4.000808798148616785e-01,9.166151375731100837e-01,6.205825764912396014e-01,5.058176202921105258e-01,9.307943437633111605e-01,-1.060779453978987652e+00,1.348183355696249038e-02,-1.041634454419817057e+00,-2.451132491049361484e-01,-1.677473397694276558e-01,-8.575155801163003577e-01,9.054170528440598220e-01,-1.487789299396250930e+00,1.323935254688006546e+00,4.360142793988467866e-03
1.245608432102898400e+00,-1.095945318414446756e+00,-2.687798152624746306e-01,1.491821314928193143e+00,-9.656664998487465845e-02,-1.373240336477950796e-01,-2.480272668856202956e-01,-8.870896772645707751e-01,3.557345782898112541e-01,1.336547822121374185e-01,-9.583585651487577239e-01,-3.506334011452668653e-01,-1.510429528112891884e+00,-1.300746181134364354e+00,1.600562901943150873e+00,3.273525834857035077e-01,-2.435855618546507007e+00,-1.293063298075697753e+00,-3.245932987473617443e-02,6.819656620182374951e-01,-3.382302837866264095e-02,5.198413288684027300e-01,-1.238157220555978488e-01,-1.540327367659436009e+00
